Start_hour_left,Month_left,Year_left,apparent_temperature,humidity,dew_point,visibility,power
11,8,2018,33.31,0,17.72,3.78,14.99
11,8,2018,33.31,0,17.72,3.78,15.15
11,8,2018,33.31,0,17.72,3.78,15.4
11,8,2018,33.31,0,17.72,3.78,13.88
12,8,2018,36.14,0,16.43,3.91,12.5
12,8,2018,36.14,0,16.43,3.91,11.26
12,8,2018,36.14,0,16.43,3.91,13.69
12,8,2018,36.14,0,16.43,3.91,14.38
13,8,2018,35.63,0,15.56,4.49,13.47
13,8,2018,35.63,0,15.56,4.49,13.35
13,8,2018,35.63,0,15.56,4.49,13.79
13,8,2018,35.63,0,15.56,4.49,5.57
14,8,2018,35.57,0,14.5,4.75,12.3
14,8,2018,35.57,0,14.5,4.75,11.57
14,8,2018,35.57,0,14.5,4.75,11.78
14,8,2018,35.57,0,14.5,4.75,10.9
15,8,2018,38.25,0,13.8,4.15,9.92
15,8,2018,38.25,0,13.8,4.15,8.51
15,8,2018,38.25,0,13.8,4.15,7.29
15,8,2018,38.25,0,13.8,4.15,6.52
16,8,2018,36.59,0,16.27,4.51,6.21
16,8,2018,36.59,0,16.27,4.51,4.73
16,8,2018,36.59,0,16.27,4.51,3.62
16,8,2018,36.59,0,16.27,4.51,3.12
17,8,2018,35.0,0,14.81,4.51,2.65
17,8,2018,35.0,0,14.81,4.51,2.16
17,8,2018,35.0,0,14.81,4.51,1.7
17,8,2018,35.0,0,14.81,4.51,1.28
18,8,2018,35.3,0,16.14,3.96,0.0
18,8,2018,35.3,0,16.14,3.96,0.0
18,8,2018,35.3,0,16.14,3.96,0.0
18,8,2018,35.3,0,16.14,3.96,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
6,8,2018,21.87,1,17.45,3.56,0.0
6,8,2018,21.87,1,17.45,3.56,0.22
6,8,2018,21.87,1,17.45,3.56,0.65
6,8,2018,21.87,1,17.45,3.56,1.23
7,8,2018,25.23,1,17.71,3.06,2.12
7,8,2018,25.23,1,17.71,3.06,3.17
7,8,2018,25.23,1,17.71,3.06,3.8
7,8,2018,25.23,1,17.71,3.06,4.59
8,8,2018,24.29,1,18.94,3.3,5.75
8,8,2018,24.29,1,18.94,3.3,6.25
8,8,2018,24.29,1,18.94,3.3,7.81
8,8,2018,24.29,1,18.94,3.3,8.68
9,8,2018,26.56,1,17.33,3.85,9.79
9,8,2018,26.56,1,17.33,3.85,10.54
9,8,2018,26.56,1,17.33,3.85,12.11
9,8,2018,26.56,1,17.33,3.85,10.25
10,8,2018,32.03,0,18.09,3.54,12.65
10,8,2018,32.03,0,18.09,3.54,11.12
10,8,2018,32.03,0,18.09,3.54,9.28
10,8,2018,32.03,0,18.09,3.54,13.82
11,8,2018,33.31,0,17.72,3.78,14.64
11,8,2018,33.31,0,17.72,3.78,14.73
11,8,2018,33.31,0,17.72,3.78,15.34
11,8,2018,33.31,0,17.72,3.78,15.54
12,8,2018,36.14,0,16.43,3.91,14.73
12,8,2018,36.14,0,16.43,3.91,14.85
12,8,2018,36.14,0,16.43,3.91,13.81
12,8,2018,36.14,0,16.43,3.91,13.46
13,8,2018,35.63,0,15.56,4.49,14.21
13,8,2018,35.63,0,15.56,4.49,12.62
13,8,2018,35.63,0,15.56,4.49,12.88
13,8,2018,35.63,0,15.56,4.49,4.65
14,8,2018,35.57,0,14.5,4.75,10.64
14,8,2018,35.57,0,14.5,4.75,10.11
14,8,2018,35.57,0,14.5,4.75,10.1
14,8,2018,35.57,0,14.5,4.75,8.85
15,8,2018,38.25,0,13.8,4.15,9.12
15,8,2018,38.25,0,13.8,4.15,8.01
15,8,2018,38.25,0,13.8,4.15,6.83
15,8,2018,38.25,0,13.8,4.15,5.31
16,8,2018,36.59,0,16.27,4.51,4.95
16,8,2018,36.59,0,16.27,4.51,4.62
16,8,2018,36.59,0,16.27,4.51,4.42
16,8,2018,36.59,0,16.27,4.51,3.43
17,8,2018,35.0,0,14.81,4.51,2.73
17,8,2018,35.0,0,14.81,4.51,1.86
17,8,2018,35.0,0,14.81,4.51,1.4
17,8,2018,35.0,0,14.81,4.51,1.08
18,8,2018,35.3,0,16.14,3.96,0.0
18,8,2018,35.3,0,16.14,3.96,0.0
18,8,2018,35.3,0,16.14,3.96,0.0
18,8,2018,35.3,0,16.14,3.96,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
6,8,2018,21.87,1,17.45,3.56,0.0
6,8,2018,21.87,1,17.45,3.56,0.14
6,8,2018,21.87,1,17.45,3.56,0.57
6,8,2018,21.87,1,17.45,3.56,0.94
7,8,2018,25.23,1,17.71,3.06,1.42
7,8,2018,25.23,1,17.71,3.06,1.77
7,8,2018,25.23,1,17.71,3.06,2.41
7,8,2018,25.23,1,17.71,3.06,3.21
8,8,2018,24.29,1,18.94,3.3,4.68
8,8,2018,24.29,1,18.94,3.3,6.25
8,8,2018,24.29,1,18.94,3.3,7.74
8,8,2018,24.29,1,18.94,3.3,8.42
9,8,2018,26.56,1,17.33,3.85,9.6
9,8,2018,26.56,1,17.33,3.85,10.38
9,8,2018,26.56,1,17.33,3.85,10.85
9,8,2018,26.56,1,17.33,3.85,10.94
10,8,2018,32.03,0,18.09,3.54,11.81
10,8,2018,32.03,0,18.09,3.54,12.09
10,8,2018,32.03,0,18.09,3.54,12.63
10,8,2018,32.03,0,18.09,3.54,12.91
11,8,2018,33.31,0,17.72,3.78,12.92
11,8,2018,33.31,0,17.72,3.78,13.17
11,8,2018,33.31,0,17.72,3.78,13.63
11,8,2018,33.31,0,17.72,3.78,13.44
12,8,2018,36.14,0,16.43,3.91,14.07
12,8,2018,36.14,0,16.43,3.91,15.01
12,8,2018,36.14,0,16.43,3.91,14.51
12,8,2018,36.14,0,16.43,3.91,13.73
13,8,2018,35.63,0,15.56,4.49,11.38
13,8,2018,35.63,0,15.56,4.49,7.95
13,8,2018,35.63,0,15.56,4.49,7.27
13,8,2018,35.63,0,15.56,4.49,5.96
14,8,2018,35.57,0,14.5,4.75,11.47
14,8,2018,35.57,0,14.5,4.75,12.73
14,8,2018,35.57,0,14.5,4.75,11.21
14,8,2018,35.57,0,14.5,4.75,11.32
15,8,2018,38.25,0,13.8,4.15,11.33
15,8,2018,38.25,0,13.8,4.15,6.98
15,8,2018,38.25,0,13.8,4.15,8.83
15,8,2018,38.25,0,13.8,4.15,9.15
16,8,2018,36.59,0,16.27,4.51,7.38
16,8,2018,36.59,0,16.27,4.51,6.01
16,8,2018,36.59,0,16.27,4.51,5.85
16,8,2018,36.59,0,16.27,4.51,4.35
17,8,2018,35.0,0,14.81,4.51,2.83
17,8,2018,35.0,0,14.81,4.51,2.85
17,8,2018,35.0,0,14.81,4.51,1.96
17,8,2018,35.0,0,14.81,4.51,1.48
18,8,2018,35.3,0,16.14,3.96,0.0
18,8,2018,35.3,0,16.14,3.96,0.0
18,8,2018,35.3,0,16.14,3.96,0.0
18,8,2018,35.3,0,16.14,3.96,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
6,8,2018,21.87,1,17.45,3.56,0.0
6,8,2018,21.87,1,17.45,3.56,0.26
6,8,2018,21.87,1,17.45,3.56,0.75
6,8,2018,21.87,1,17.45,3.56,1.27
7,8,2018,25.23,1,17.71,3.06,1.65
7,8,2018,25.23,1,17.71,3.06,1.96
7,8,2018,25.23,1,17.71,3.06,1.88
7,8,2018,25.23,1,17.71,3.06,0.87
8,8,2018,24.29,1,18.94,3.3,5.15
8,8,2018,24.29,1,18.94,3.3,6.07
8,8,2018,24.29,1,18.94,3.3,6.49
8,8,2018,24.29,1,18.94,3.3,8.18
9,8,2018,26.56,1,17.33,3.85,9.51
9,8,2018,26.56,1,17.33,3.85,10.21
9,8,2018,26.56,1,17.33,3.85,11.86
9,8,2018,26.56,1,17.33,3.85,12.38
10,8,2018,32.03,0,18.09,3.54,12.65
10,8,2018,32.03,0,18.09,3.54,11.23
10,8,2018,32.03,0,18.09,3.54,8.91
10,8,2018,32.03,0,18.09,3.54,8.96
11,8,2018,33.31,0,17.72,3.78,7.56
11,8,2018,33.31,0,17.72,3.78,7.44
11,8,2018,33.31,0,17.72,3.78,6.58
11,8,2018,33.31,0,17.72,3.78,7.38
12,8,2018,36.14,0,16.43,3.91,8.67
12,8,2018,36.14,0,16.43,3.91,8.5
12,8,2018,36.14,0,16.43,3.91,8.74
12,8,2018,36.14,0,16.43,3.91,6.7
13,8,2018,35.63,0,15.56,4.49,6.74
13,8,2018,35.63,0,15.56,4.49,8.0
13,8,2018,35.63,0,15.56,4.49,8.52
13,8,2018,35.63,0,15.56,4.49,4.85
14,8,2018,35.57,0,14.5,4.75,6.57
14,8,2018,35.57,0,14.5,4.75,8.41
14,8,2018,35.57,0,14.5,4.75,7.3
14,8,2018,35.57,0,14.5,4.75,7.25
15,8,2018,38.25,0,13.8,4.15,8.84
15,8,2018,38.25,0,13.8,4.15,7.7
15,8,2018,38.25,0,13.8,4.15,8.42
15,8,2018,38.25,0,13.8,4.15,5.63
16,8,2018,36.59,0,16.27,4.51,6.63
16,8,2018,36.59,0,16.27,4.51,6.1
16,8,2018,36.59,0,16.27,4.51,5.72
16,8,2018,36.59,0,16.27,4.51,0.95
17,8,2018,35.0,0,14.81,4.51,4.73
17,8,2018,35.0,0,14.81,4.51,3.82
17,8,2018,35.0,0,14.81,4.51,3.27
17,8,2018,35.0,0,14.81,4.51,2.48
18,8,2018,35.3,0,16.14,3.96,0.0
18,8,2018,35.3,0,16.14,3.96,0.0
18,8,2018,35.3,0,16.14,3.96,0.0
18,8,2018,35.3,0,16.14,3.96,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
6,8,2018,21.87,1,17.45,3.56,0.0
6,8,2018,21.87,1,17.45,3.56,0.0
6,8,2018,21.87,1,17.45,3.56,0.06
6,8,2018,21.87,1,17.45,3.56,0.24
7,8,2018,25.23,1,17.71,3.06,0.3
7,8,2018,25.23,1,17.71,3.06,0.42
7,8,2018,25.23,1,17.71,3.06,0.4
7,8,2018,25.23,1,17.71,3.06,0.41
8,8,2018,24.29,1,18.94,3.3,0.65
8,8,2018,24.29,1,18.94,3.3,1.52
8,8,2018,24.29,1,18.94,3.3,2.53
8,8,2018,24.29,1,18.94,3.3,3.13
9,8,2018,26.56,1,17.33,3.85,3.31
9,8,2018,26.56,1,17.33,3.85,3.06
9,8,2018,26.56,1,17.33,3.85,3.54
9,8,2018,26.56,1,17.33,3.85,4.27
10,8,2018,32.03,0,18.09,3.54,5.29
10,8,2018,32.03,0,18.09,3.54,5.96
10,8,2018,32.03,0,18.09,3.54,6.26
10,8,2018,32.03,0,18.09,3.54,4.33
11,8,2018,33.31,0,17.72,3.78,4.44
11,8,2018,33.31,0,17.72,3.78,7.08
11,8,2018,33.31,0,17.72,3.78,8.97
11,8,2018,33.31,0,17.72,3.78,8.31
12,8,2018,36.14,0,16.43,3.91,8.68
12,8,2018,36.14,0,16.43,3.91,10.61
12,8,2018,36.14,0,16.43,3.91,10.46
12,8,2018,36.14,0,16.43,3.91,9.54
13,8,2018,35.63,0,15.56,4.49,10.0
13,8,2018,35.63,0,15.56,4.49,13.56
13,8,2018,35.63,0,15.56,4.49,12.61
13,8,2018,35.63,0,15.56,4.49,6.47
14,8,2018,35.57,0,14.5,4.75,13.8
14,8,2018,35.57,0,14.5,4.75,11.28
14,8,2018,35.57,0,14.5,4.75,9.68
14,8,2018,35.57,0,14.5,4.75,10.94
15,8,2018,38.25,0,13.8,4.15,12.1
15,8,2018,38.25,0,13.8,4.15,11.55
15,8,2018,38.25,0,13.8,4.15,10.48
15,8,2018,38.25,0,13.8,4.15,8.77
16,8,2018,36.59,0,16.27,4.51,8.19
16,8,2018,36.59,0,16.27,4.51,6.74
16,8,2018,36.59,0,16.27,4.51,6.36
16,8,2018,36.59,0,16.27,4.51,5.73
17,8,2018,35.0,0,14.81,4.51,4.18
17,8,2018,35.0,0,14.81,4.51,2.39
17,8,2018,35.0,0,14.81,4.51,2.24
17,8,2018,35.0,0,14.81,4.51,1.58
18,8,2018,35.3,0,16.14,3.96,0.0
18,8,2018,35.3,0,16.14,3.96,0.0
18,8,2018,35.3,0,16.14,3.96,0.0
18,8,2018,35.3,0,16.14,3.96,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
6,8,2018,21.87,1,17.45,3.56,0.0
6,8,2018,21.87,1,17.45,3.56,0.16
6,8,2018,21.87,1,17.45,3.56,0.75
6,8,2018,21.87,1,17.45,3.56,1.61
7,8,2018,25.23,1,17.71,3.06,2.57
7,8,2018,25.23,1,17.71,3.06,3.52
7,8,2018,25.23,1,17.71,3.06,4.31
7,8,2018,25.23,1,17.71,3.06,5.0
8,8,2018,24.29,1,18.94,3.3,4.41
8,8,2018,24.29,1,18.94,3.3,6.38
8,8,2018,24.29,1,18.94,3.3,6.06
8,8,2018,24.29,1,18.94,3.3,6.23
9,8,2018,26.56,1,17.33,3.85,8.14
9,8,2018,26.56,1,17.33,3.85,9.16
9,8,2018,26.56,1,17.33,3.85,10.36
9,8,2018,26.56,1,17.33,3.85,9.68
10,8,2018,32.03,0,18.09,3.54,11.01
10,8,2018,32.03,0,18.09,3.54,13.13
10,8,2018,32.03,0,18.09,3.54,12.28
10,8,2018,32.03,0,18.09,3.54,10.26
11,8,2018,33.31,0,17.72,3.78,7.79
11,8,2018,33.31,0,17.72,3.78,4.69
11,8,2018,33.31,0,17.72,3.78,4.99
11,8,2018,33.31,0,17.72,3.78,10.7
12,8,2018,36.14,0,16.43,3.91,15.08
12,8,2018,36.14,0,16.43,3.91,14.85
12,8,2018,36.14,0,16.43,3.91,14.19
12,8,2018,36.14,0,16.43,3.91,15.08
13,8,2018,35.63,0,15.56,4.49,13.22
13,8,2018,35.63,0,15.56,4.49,12.92
13,8,2018,35.63,0,15.56,4.49,10.62
13,8,2018,35.63,0,15.56,4.49,4.0
14,8,2018,35.57,0,14.5,4.75,12.83
14,8,2018,35.57,0,14.5,4.75,7.63
14,8,2018,35.57,0,14.5,4.75,9.76
14,8,2018,35.57,0,14.5,4.75,8.24
15,8,2018,38.25,0,13.8,4.15,6.0
15,8,2018,38.25,0,13.8,4.15,5.56
15,8,2018,38.25,0,13.8,4.15,5.13
15,8,2018,38.25,0,13.8,4.15,2.2
16,8,2018,36.59,0,16.27,4.51,2.57
16,8,2018,36.59,0,16.27,4.51,1.93
16,8,2018,36.59,0,16.27,4.51,0.87
16,8,2018,36.59,0,16.27,4.51,0.65
17,8,2018,35.0,0,14.81,4.51,1.2
17,8,2018,35.0,0,14.81,4.51,1.09
17,8,2018,35.0,0,14.81,4.51,0.74
17,8,2018,35.0,0,14.81,4.51,0.43
18,8,2018,35.3,0,16.14,3.96,0.0
18,8,2018,35.3,0,16.14,3.96,0.0
18,8,2018,35.3,0,16.14,3.96,0.0
18,8,2018,35.3,0,16.14,3.96,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
19,8,2018,31.83,0,17.7,3.78,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
20,8,2018,30.46,0,17.1,4.02,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
21,8,2018,29.18,1,19.31,3.7,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
22,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
23,8,2018,27.91,1,17.09,4.02,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
0,8,2018,26.52,1,19.46,3.57,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
1,8,2018,28.78,1,20.06,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
2,8,2018,26.58,1,19.97,3.06,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
3,8,2018,23.84,1,18.66,3.56,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
4,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
5,8,2018,24.13,1,17.84,3.06,0.0
6,8,2018,21.87,1,17.45,3.56,0.0
6,8,2018,21.87,1,17.45,3.56,0.19
